signal_type,count,win_rate_1h,avg_return_1h,profit_factor_1h,avg_mfe,avg_mae
HOURLY_TREND_T1,26,0.8076923076923077,0.032939689657686066,5.5080922209558585,0.6336350129259329,-0.17327669193993633
HOURLY_TREND_T2,19,0.6842105263157895,-0.006585576250804453,0.7794270410773275,0.5351336978555241,-0.3337983234025117
